Genus	Species	Marker	Sequence_Count	genDiv_mx	genDiv_mn	match_name
Puccinellia	Puccinellia_tenella	rbcL	13	0.0016693042367705	0.000301659372242751	Puccinellia_tenella_rbcLtxt
Puccinellia	Puccinellia_vahliana	matK	12	0.0118894421666287	0.00114711786636077	Puccinellia_vahliana_matKtxt
Pulicaria	Pulicaria_dysenterica	matK	4	0.00125001689812931	0.000414593698175788	Pulicaria_dysenterica_matKtxt
Pulmonaria	Pulmonaria_helvetica	rps16	12	0.00466620091040203	0.00217731587126005	Pulmonaria_helvetica_rps16txt
Pulmonaria	Pulmonaria_obscura	rps16	5	0.0161104718066743	0.00822073673730622	Pulmonaria_obscura_rps16txt
Pyrola	Pyrola_chlorantha	trnLtrnF	21	0.00234433950009964	0.000316616130015562	Pyrola_chlorantha_trnLtrnFtxt
Pyrola	Pyrola_grandiflora	matK	14	0.00257865859646489	0.00012132977432662	Pyrola_grandiflora_matKtxt
Pyrola	Pyrola_minor	rbcL	9	0.0147121993127148	0.00391028450559293	Pyrola_minor_rbcLtxt
Pyrus	Pyrus_communis	accD	68	0.00872657437505659	0.000430374081151337	Pyrus_communis_accDtxt
Quercus	Quercus_canariensis	58SrRNA	37	0.0931159666803724	0.020635056244195	Quercus_canariensis_58SrRNAtxt
Quercus	Quercus_cerris	trnLtrnF	36	0.00122711836825648	0.000284034579653069	Quercus_cerris_trnLtrnFtxt
Quercus	Quercus_faginea	58SrRNA	19	0.0548376079623291	0.0132427047417268	Quercus_faginea_58SrRNAtxt
Quercus	Quercus_frainetto	58SrRNA	20	0.0563884737430486	0.0158609817756776	Quercus_frainetto_58SrRNAtxt
Quercus	Quercus_hartwissiana	58SrRNA	21	0.11645889682882	0.020524789888543	Quercus_hartwissiana_58SrRNAtxt
Quercus	Quercus_ilex	58SrRNA	126	0.12641861241939	0.0101381899110249	Quercus_ilex_58SrRNAtxt
Quercus	Quercus_infectoria	58SrRNA	38	0.086038158295071	0.0154004716607681	Quercus_infectoria_58SrRNAtxt
Quercus	Quercus_ithaburensis	trnLtrnF	12	0.000909090909090909	0.000373648350692827	Quercus_ithaburensis_trnLtrnFtxt
Quercus	Quercus_pubescens	trnLtrnF	65	0.00199612981249863	0.000900582731561257	Quercus_pubescens_trnLtrnFtxt
Quercus	Quercus_trojana	58SrRNA	18	0.0211627401545878	0.00866837108721186	Quercus_trojana_58SrRNAtxt
Ranunculus	Ranunculus_acris	rbcL	26	0.0274561168949595	0.00291944350501487	Ranunculus_acris_rbcLtxt
Ranunculus	Ranunculus_aquatilis	rbcL	9	0.00589603485510951	0.00120130537568095	Ranunculus_aquatilis_rbcLtxt
Ranunculus	Ranunculus_arcticus	matK	9	0.00427129347536354	0.000488050616324603	Ranunculus_arcticus_matKtxt
Ranunculus	Ranunculus_auricomus	rbcL	6	0.0190379241516966	0.00396525384984222	Ranunculus_auricomus_rbcLtxt
Ranunculus	Ranunculus_bulbosus	rbcL	14	0.0139485477115171	0.0014756020778921	Ranunculus_bulbosus_rbcLtxt
Ranunculus	Ranunculus_flammula	rbcL	8	0.00632756293692612	0.00130944655603968	Ranunculus_flammula_rbcLtxt
Ranunculus	Ranunculus_glacialis	matK	7	0.00746268656716418	0.00124378109452736	Ranunculus_glacialis_matKtxt
Ranunculus	Ranunculus_hungaricus	matK	5	0.00239026286312862	0.00140608360221182	Ranunculus_hungaricus_matKtxt
Ranunculus	Ranunculus_hyperboreus	rbcL	11	0.00934579439252336	0.000934579439252336	Ranunculus_hyperboreus_rbcLtxt
Ranunculus	Ranunculus_kuepferi	rpl20rps12	109	0.00171725610322102	0.000812201202491697	Ranunculus_kuepferi_rpl20rps12txt
Ranunculus	Ranunculus_lapponicus	rbcL	4	0.0255225344866779	0.00825825825825826	Ranunculus_lapponicus_rbcLtxt
Ranunculus	Ranunculus_parviflorus	rbcL	6	0.0590631893084209	0.0141545893719807	Ranunculus_parviflorus_rbcLtxt
Ranunculus	Ranunculus_peltatus	rps16	5	0.00351549195891689	0.00219705162433886	Ranunculus_peltatus_rps16txt
Ranunculus	Ranunculus_penicillatus	matK	20	0.00216294160057678	0	Ranunculus_penicillatus_matKtxt
Ranunculus	Ranunculus_pygmaeus	matK	5	0.00135589545316733	0.000654450261780105	Ranunculus_pygmaeus_matKtxt
Ranunculus	Ranunculus_repens	rbcL	18	0.00547666589034138	0	Ranunculus_repens_rbcLtxt
Ranunculus	Ranunculus_sardous	rbcL	5	0.00250594560192939	0.000946969696969697	Ranunculus_sardous_rbcLtxt
Ranunculus	Ranunculus_sceleratus	rbcL	10	0.0108298850365125	0.00123039123182359	Ranunculus_sceleratus_rbcLtxt
Ranunculus	Ranunculus_sulphureus	rbcL	9	0.00318643445631781	0.000905797101449275	Ranunculus_sulphureus_rbcLtxt
Ranunculus	Ranunculus_trichophyllus	rps16	4	0.00352548709621468	0.00116754232340922	Ranunculus_trichophyllus_rps16txt
Raphanus	Raphanus_raphanistrum	matK	19	0.293441708332489	0.0153338075906537	Raphanus_raphanistrum_matKtxt
Rapistrum	Rapistrum_rugosum	rbcL	4	0.0188933599409844	0.00621890547263682	Rapistrum_rugosum_rbcLtxt
Reichardia	Reichardia_tingitana	rbcL	4	0.00463769167971183	0.00349451209863109	Reichardia_tingitana_rbcLtxt
Reseda	Reseda_glauca	rps16	7	0.00180505415162455	0.000801523110864266	Reseda_glauca_rps16txt
Reseda	Reseda_lutea	matK	4	0.00825222299392528	0.00264900662251656	Reseda_lutea_matKtxt
Reseda	Reseda_luteola	rbcL	6	0.00379759683724236	0.000746268656716418	Reseda_luteola_rbcLtxt
Reseda	Reseda_virgata	rps16	9	0.00165610442452052	0.00060168515285803	Reseda_virgata_rps16txt
Rhamnus	Rhamnus_cathartica	rbcL	20	0.00953321676661191	0.000611995104039168	Rhamnus_cathartica_rbcLtxt
Rhaponticoides	Rhaponticoides_alpina	COI	15	0.0849376567722369	0.0522044897766149	Rhaponticoides_alpina_COItxt
Rhaponticoides	Rhaponticoides_linaresii	COI	13	0.176468729084554	0.0672990141965777	Rhaponticoides_linaresii_COItxt
Rheum	Rheum_rhaponticum	ndhF	4	0.00170940170940171	0.00056980056980057	Rheum_rhaponticum_ndhFtxt
Rhinanthus	Rhinanthus_minor	matK	4	0.00179499491156389	0.00173763224683208	Rhinanthus_minor_matKtxt
Rhodanthemum	Rhodanthemum_arundanum	psbAtrnH	4	0.00382043935052531	0.00380952380952381	Rhodanthemum_arundanum_psbAtrnHtxt
Rhodiola	Rhodiola_quadrifida	rbcL	7	0.00137004264911242	0.00040950040950041	Rhodiola_quadrifida_rbcLtxt
Rhododendron	Rhododendron_ferrugineum	trnLtrnF	4	0.00395968322534197	0.00179830441150915	Rhododendron_ferrugineum_trnLtrnFtxt
Ribes	Ribes_orientale	rbcL	5	0.00584077874370506	0.00237529691211401	Ribes_orientale_rbcLtxt
Ricotia	Ricotia_cretica	rps16	6	0.0117647058823529	0.0102941176470588	Ricotia_cretica_rps16txt
Rorippa	Rorippa_islandica	matK	5	0.0164670658682635	0.00411676646706587	Rorippa_islandica_matKtxt
Rorippa	Rorippa_palustris	rbcL	18	0.0113349845945346	0.00118607349654467	Rorippa_palustris_rbcLtxt
Rorippa	Rorippa_sylvestris	rbcL	6	0.0208347732326074	0.00875	Rorippa_sylvestris_rbcLtxt
Rosa	Rosa_acicularis	rbcL	9	0.00484956790418181	0.00155796470908383	Rosa_acicularis_rbcLtxt
Rosa	Rosa_dumalis	ITS	4	0.108036890645586	0.0364986021401716	Rosa_dumalis_ITStxt
Rosa	Rosa_pendulina	trnLtrnF	4	0.0072000391596691	0.00464576074332172	Rosa_pendulina_trnLtrnFtxt
Rosa	Rosa_villosa	atpBrbcL	4	0.00447856685860525	0.00191938579654511	Rosa_villosa_atpBrbcLtxt
Rosa	Rosa_woodsii	rbcL	6	0.00218978102189781	0.000726627156452528	Rosa_woodsii_rbcLtxt
Rostraria	Rostraria_pumila	rbcL	4	0.00293581624358188	0.000602772754671489	Rostraria_pumila_rbcLtxt
Rubia	Rubia_cordifolia	rbcL	6	0.0175468246533823	0.0117228505289383	Rubia_cordifolia_rbcLtxt
Rubia	Rubia_peregrina	rbcL	6	0.0117918476785229	0	Rubia_peregrina_rbcLtxt
Rubus	Rubus_armeniacus	matK	7	0.0079533579420204	0.00126890480872782	Rubus_armeniacus_matKtxt
Rubus	Rubus_caesius	matK	7	0.0340755735492578	0.00596411626301165	Rubus_caesius_matKtxt
Rubus	Rubus_chamaemorus	matK	12	0.0016340224698306	0.000362289900384541	Rubus_chamaemorus_matKtxt
Rubus	Rubus_idaeus	rbcL	29	0.00250700373963571	0.000688558531622496	Rubus_idaeus_rbcLtxt
Rubus	Rubus_plicatus	matK	4	0.00812406512830134	0.00298926847679518	Rubus_plicatus_matKtxt
Rubus	Rubus_ulmifolius	matK	26	0.00788663651606271	0.000109140518417462	Rubus_ulmifolius_matKtxt
Rumex	Rumex_acetosa	rbcL	19	0.0180756395995551	0.00352656170928061	Rumex_acetosa_rbcLtxt
Rumex	Rumex_acetosella	rbcL	18	0.000643032938531342	0	Rumex_acetosella_rbcLtxt
Rumex	Rumex_alpinus	rbcL	7	0.0018450184501845	0.00030750307503075	Rumex_alpinus_rbcLtxt
Rumex	Rumex_conglomeratus	rbcL	8	0.0234164296117018	0.00312256049960968	Rumex_conglomeratus_rbcLtxt
Rumex	Rumex_crispus	rbcL	27	0.00871786402569065	0.000370910553976916	Rumex_crispus_rbcLtxt
Rumex	Rumex_dentatus	rbcL	5	0.000390625	0	Rumex_dentatus_rbcLtxt
Rumex	Rumex_hydrolapathum	rbcL	5	0.00185192863164587	0.000461254612546125	Rumex_hydrolapathum_rbcLtxt
Rumex	Rumex_lapponicus	rbcL	7	0.0463144161774299	0.0120224264493382	Rumex_lapponicus_rbcLtxt
Rumex	Rumex_longifolius	rbcL	7	0.00154035736290819	0.000616142945163278	Rumex_longifolius_rbcLtxt
Rumex	Rumex_maritimus	rbcL	6	0.0018470646813677	0.0003690036900369	Rumex_maritimus_rbcLtxt
Rumex	Rumex_obtusifolius	rbcL	18	0.00459770114942529	0.000389528979258882	Rumex_obtusifolius_rbcLtxt
Rumex	Rumex_sanguineus	rbcL	7	0.00188353594369924	0.00030750307503075	Rumex_sanguineus_rbcLtxt
Ruppia	Ruppia_cirrhosa	psbAtrnH	22	0.0444059366262221	0.00675580967871939	Ruppia_cirrhosa_psbAtrnHtxt
Ruppia	Ruppia_maritima	psbAtrnH	43	0.0229051512645194	0.0115282244063058	Ruppia_maritima_psbAtrnHtxt
Ruscus	Ruscus_aculeatus	rbcL	9	0.177423327133402	0.0224297828752466	Ruscus_aculeatus_rbcLtxt
Ruta	Ruta_chalepensis	matK	7	0.017220172201722	0.00297982228834146	Ruta_chalepensis_matKtxt
Ruta	Ruta_corsica	matK	5	0.00197628458498024	0.00131752305665349	Ruta_corsica_matKtxt
Sabulina	Sabulina_rubella	matK	18	0.00242538417084169	0.000463326688351803	Sabulina_rubella_matKtxt
Sagina	Sagina_micropetala	rps16	35	0.0303545915360132	0.00118543286437016	Sagina_micropetala_rps16txt
Sagittaria	Sagittaria_trifolia	rbcL	14	0.128748039319204	0.00985443808736012	Sagittaria_trifolia_rbcLtxt
Salicornia	Salicornia_perennans	rbcL	4	0.0014265335235378	0.000475511174512601	Salicornia_perennans_rbcLtxt
Salicornia	Salicornia_procumbens	psbAtrnH	13	0.0106683501683502	0.0086760752688172	Salicornia_procumbens_psbAtrnHtxt
Salix	Salix_arctica	matK	25	0.284578739113811	0.00785348338090954	Salix_arctica_matKtxt
Salix	Salix_bebbiana	rbcL	16	0.0124345225973978	0.00169082125603865	Salix_bebbiana_rbcLtxt
Salix	Salix_glauca	matK	20	0.00177124826563782	0.000241897373002543	Salix_glauca_matKtxt
Salix	Salix_lanata	matK	9	0.000794767402815453	0	Salix_lanata_matKtxt
Salix	Salix_pentandra	matK	4	0.00132919857214169	0.000442673749446658	Salix_pentandra_matKtxt
Salix	Salix_reticulata	matK	24	0.00101245706531631	0	Salix_reticulata_matKtxt
Salix	Salix_vinogradovii	atpBrbcL	24	0.00345415519485619	0.00071865050876642	Salix_vinogradovii_atpBrbcLtxt
Salsola	Salsola_tragus	rbcL	7	0.00180308906579574	0.000293427230046948	Salsola_tragus_rbcLtxt
Salvia	Salvia_aethiopis	rbcL	6	0.00229035261703138	0.000383141762452107	Salvia_aethiopis_rbcLtxt
Salvia	Salvia_fruticosa	psbAtrnH	21	0.0244028146223674	0.00277282188522153	Salvia_fruticosa_psbAtrnHtxt
Salvia	Salvia_officinalis	rps16	305	0.00561777629190942	0.00084839080529661	Salvia_officinalis_rps16txt
Salvia	Salvia_pratensis	rbcL	6	0.00229322036391451	0.00149665420051871	Salvia_pratensis_rbcLtxt
Salvia	Salvia_rosmarinus	rbcL	13	0.0213836525867666	0.00392106198102062	Salvia_rosmarinus_rbcLtxt
Sambucus	Sambucus_ebulus	rbcL	10	0.00396808438244547	0.000398962696987832	Sambucus_ebulus_rbcLtxt
Sambucus	Sambucus_nigra	rbcL	41	0.00489673787645049	0.00123483398380855	Sambucus_nigra_rbcLtxt
Sambucus	Sambucus_racemosa	rbcL	35	0.00526904422912404	0.000200736490354154	Sambucus_racemosa_rbcLtxt
Samolus	Samolus_valerandi	matK	4	0.0190215338800641	0.00563607085346216	Samolus_valerandi_matKtxt
Sanguisorba	Sanguisorba_minor	rbcL	11	0.00326721467653015	0	Sanguisorba_minor_rbcLtxt
Sanguisorba	Sanguisorba_officinalis	rbcL	13	0.0949714016501602	0.0105112099537176	Sanguisorba_officinalis_rbcLtxt
Santolina	Santolina_benthamiana	58SrRNA	6	0.00232288037166086	0.000464576074332172	Santolina_benthamiana_58SrRNAtxt
Santolina	Santolina_decumbens	58SrRNA	9	0.0037746806039489	0.00130662020905923	Santolina_decumbens_58SrRNAtxt
Santolina	Santolina_villosa	58SrRNA	6	0.0048780487804878	0.00348432055749129	Santolina_villosa_58SrRNAtxt
Saponaria	Saponaria_officinalis	rbcL	19	0.00738796192961874	0.000309214594928881	Saponaria_officinalis_rbcLtxt
Sarcocapnos	Sarcocapnos_baetica	ITS	4	0.0236559139784946	0.00579710144927536	Sarcocapnos_baetica_ITStxt
Saussurea	Saussurea_alpina	matK	4	0.00301995705165309	0.00158385430760727	Saussurea_alpina_matKtxt
Saxifraga	Saxifraga_aizoides	matK	6	0.00136239782016349	0.000272479564032698	Saxifraga_aizoides_matKtxt
Saxifraga	Saxifraga_biflora	psbAtrnH	14	0.00577825929938606	0.00216684723726977	Saxifraga_biflora_psbAtrnHtxt
Saxifraga	Saxifraga_cernua	matK	13	0.00363979570958479	0.00219431306917105	Saxifraga_cernua_matKtxt
Saxifraga	Saxifraga_cespitosa	rbcL	34	0.113737436744695	0.00362681354905831	Saxifraga_cespitosa_rbcLtxt
Saxifraga	Saxifraga_cuneifolia	psbAtrnH	17	0.00313807531380753	0.00130753138075314	Saxifraga_cuneifolia_psbAtrnHtxt
Saxifraga	Saxifraga_flagellaris	rbcL	6	0.0072463768115942	0.00144927536231884	Saxifraga_flagellaris_rbcLtxt
Saxifraga	Saxifraga_hypnoides	matK	22	0.00271402175344591	0.000340005203494213	Saxifraga_hypnoides_matKtxt
Saxifraga	Saxifraga_moschata	ndhF	30	0.00403968587402644	0.00164819183660279	Saxifraga_moschata_ndhFtxt
Saxifraga	Saxifraga_oppositifolia	psbAtrnH	156	0.00657629560037522	0.00115422045395999	Saxifraga_oppositifolia_psbAtrnHtxt
Saxifraga	Saxifraga_pubescens	ndhF	72	0.00506883852317277	0.00110880842694405	Saxifraga_pubescens_ndhFtxt
Saxifraga	Saxifraga_retusa	psbAtrnH	23	0.0173971068373013	0.00696750879063026	Saxifraga_retusa_psbAtrnHtxt
Saxifraga	Saxifraga_wahlenbergii	ITS	22	0.00741107855541395	0.000352211890673429	Saxifraga_wahlenbergii_ITStxt
Scabiosa	Scabiosa_columbaria	matK	4	0.00182481751824818	0.000608272506082725	Scabiosa_columbaria_matKtxt
Scandix	Scandix_pecten-veneris	rbcL	6	0.0011070110701107	0.00109967103287669	Scandix_pectenveneris_rbcLtxt
Scandosorbus	Scandosorbus_intermedia	rbcL	10	0.0016220600162206	0	Scandosorbus_intermedia_rbcLtxt
Schizachne	Schizachne_purpurascens	rbcL	19	0.0285641212199805	0.00194913180293247	Schizachne_purpurascens_rbcLtxt
Schoenoplectus	Schoenoplectus_tabernaemontani	rbcL	17	0.00207900207900208	0.00012993762993763	Schoenoplectus_tabernaemontani_rbcLtxt
Scilla	Scilla_verna	rbcL	6	0.00388349514563107	0.000776699029126214	Scilla_verna_rbcLtxt
Scirpus	Scirpus_sylvaticus	matK	5	0.00190870505634877	0.000318066157760814	Scirpus_sylvaticus_matKtxt
Scleranthus	Scleranthus_perennis	rbcL	4	0.00184615524528628	0.000615006150061501	Scleranthus_perennis_rbcLtxt
Scorzoneroides	Scorzoneroides_autumnalis	matK	11	0.0140093605103701	0.00291973858251896	Scorzoneroides_autumnalis_matKtxt
Scrophularia	Scrophularia_arguta	psbAtrnH	66	0.0181494539658202	0.00662271048669584	Scrophularia_arguta_psbAtrnHtxt
Scrophularia	Scrophularia_auriculata	rps16	9	0.0401618219325933	0.0155218885725504	Scrophularia_auriculata_rps16txt
Scrophularia	Scrophularia_canina	rps16	6	0.00926007269407609	0.0047777739191061	Scrophularia_canina_rps16txt
Scrophularia	Scrophularia_heterophylla	rps16	4	0.0171441837329492	0.00792449332674246	Scrophularia_heterophylla_rps16txt
Scrophularia	Scrophularia_nodosa	matK	5	0.0100065697198977	0.00695334662108607	Scrophularia_nodosa_matKtxt
Scutellaria	Scutellaria_minor	rbcL	4	0.00571428571428571	0.0019047619047619	Scutellaria_minor_rbcLtxt
Scutellaria	Scutellaria_orientalis	matK	8	0.00535838866960789	0.00298788699056782	Scutellaria_orientalis_matKtxt
Secale	Secale_strictum	nad4	10	0.00124387646432375	0.000888888888888889	Secale_strictum_nad4txt
Secale	Secale_sylvestre	matK	5	0.0172105184241107	0.00386100386100386	Secale_sylvestre_matKtxt
Securigera	Securigera_varia	matK	9	0.248944353984802	0.0317938227566647	Securigera_varia_matKtxt
Sedum	Sedum_album	rbcL	5	0.00146023860599902	0	Sedum_album_rbcLtxt
Sedum	Sedum_caeruleum	psbAtrnH	6	0.037689834595372	0.0175366978298574	Sedum_caeruleum_psbAtrnHtxt
Sedum	Sedum_dasyphyllum	58SrRNA	4	0.0319186735096723	0.017337807606264	Sedum_dasyphyllum_58SrRNAtxt
Sedum	Sedum_hispanicum	rbcL	4	0.0181159420289855	0.00603864734299517	Sedum_hispanicum_rbcLtxt
Sedum	Sedum_villosum	matK	4	0.00127005465043348	0.000390777647518562	Sedum_villosum_matKtxt
Selaginella	Selaginella_selaginoides	rbcL	5	0.00223687677007179	0.000496031746031746	Selaginella_selaginoides_rbcLtxt
Senecio	Senecio_fontanicola	psbAtrnH	35	0.00502349700210663	0.000648193161562146	Senecio_fontanicola_psbAtrnHtxt
Senecio	Senecio_leucanthemifolius	58SrRNA	5	0.0015527950310559	0.000388198757763975	Senecio_leucanthemifolius_58SrRNAtxt
Senecio	Senecio_vulgaris	rbcL	13	0.0338066451930374	0.00302383012473863	Senecio_vulgaris_rbcLtxt
Serratula	Serratula_coronata	rbcL	4	0.00189235328222637	0	Serratula_coronata_rbcLtxt
Sesleria	Sesleria_achtarovii	ndhF	5	0.00280979644274382	0.000980941704035874	Sesleria_achtarovii_ndhFtxt
Sesleria	Sesleria_alba	ndhF	4	0.00299289188178077	0.00112222954498769	Sesleria_alba_ndhFtxt
Sesleria	Sesleria_angustifolia	ndhF	5	0.00307481214431218	0.000978278267763601	Sesleria_angustifolia_ndhFtxt
Sesleria	Sesleria_autumnalis	ndhF	13	0.00233819678264123	0.000934754394881751	Sesleria_autumnalis_ndhFtxt
Sesleria	Sesleria_caerulea	ndhF	18	0.00573784803550161	0.00145035128935904	Sesleria_caerulea_ndhFtxt
Sesleria	Sesleria_calabrica	ndhF	4	0.000931619154089808	0.000558555358828384	Sesleria_calabrica_ndhFtxt
Sesleria	Sesleria_coerulans	ndhF	5	0.00519024757729437	0.00252525332047666	Sesleria_coerulans_ndhFtxt
Sesleria	Sesleria_comosa	ndhF	5	0.00282965478211658	0.000707413695529145	Sesleria_comosa_ndhFtxt
Sesleria	Sesleria_filifolia	ndhF	7	0.00196408529741863	0.00112154797840568	Sesleria_filifolia_ndhFtxt
Sesleria	Sesleria_heufleriana	ndhF	6	0.00448430493273543	0.00201542921920928	Sesleria_heufleriana_ndhFtxt
Sesleria	Sesleria_italica	ndhF	5	0.00742493898366788	0.00574096696717077	Sesleria_italica_ndhFtxt
Sesleria	Sesleria_juncifolia	ndhF	19	0.00796824243768981	0.00370431825320316	Sesleria_juncifolia_ndhFtxt
Sesleria	Sesleria_latifolia	ndhF	12	0.00316265643684532	0.00112161938010989	Sesleria_latifolia_ndhFtxt
Sesleria	Sesleria_nitida	ndhF	14	0.00530950530950531	0.00306312145439605	Sesleria_nitida_ndhFtxt
Sesleria	Sesleria_ovata	ndhF	5	0.000558035714285714	0.000139508928571429	Sesleria_ovata_ndhFtxt
Sesleria	Sesleria_pichiana	ndhF	5	0.00294117647058824	0.000839944916514092	Sesleria_pichiana_ndhFtxt
Sesleria	Sesleria_rigida	ndhF	5	0.00659513997629789	0.00533243396917069	Sesleria_rigida_ndhFtxt
Sesleria	Sesleria_robusta	ndhF	20	0.00602702439972781	0.00377875936171783	Sesleria_robusta_ndhFtxt
Sesleria	Sesleria_sadlerana	ndhF	4	0.00579537099680004	0.00542146933293763	Sesleria_sadlerana_ndhFtxt
Sesleria	Sesleria_sadleriana	ndhF	6	0.00224215246636771	0.00112044853092563	Sesleria_sadleriana_ndhFtxt
Sesleria	Sesleria_serbica	ndhF	6	0.00773542784064575	0.0030262159561074	Sesleria_serbica_ndhFtxt
Sesleria	Sesleria_tenerrima	ndhF	6	0.00718457988120909	0.00269272193786394	Sesleria_tenerrima_ndhFtxt
Sesleria	Sesleria_uliginosa	ndhF	12	0.00642479767707813	0.000815499809264449	Sesleria_uliginosa_ndhFtxt
Sesleria	Sesleria_vaginalis	ndhF	5	0.00561774121383604	0.00351028963655061	Sesleria_vaginalis_ndhFtxt
Sesleria	Sesleria_wettsteinii	ndhF	6	0.00762935644221866	0.00224353587599054	Sesleria_wettsteinii_ndhFtxt
Sesleriella	Sesleriella_sphaerocephala	ndhF	7	0.00411570426418762	0.00327768372387795	Sesleriella_sphaerocephala_ndhFtxt
Setaria	Setaria_pumila	rbcL	16	0.00808677804755966	0.00253942740060531	Setaria_pumila_rbcLtxt
Setaria	Setaria_verticillata	rbcL	14	0.0115641842815454	0.00403487123406616	Setaria_verticillata_rbcLtxt
Sherardia	Sherardia_arvensis	rbcL	11	0.0193191382346678	0.00482922096724389	Sherardia_arvensis_rbcLtxt
Sibbaldia	Sibbaldia_procumbens	trnLtrnF	18	0.0495024562287442	0.00493721272098596	Sibbaldia_procumbens_trnLtrnFtxt
Sibirotrisetum	Sibirotrisetum_sibiricum	matK	6	0.018243176667652	0.00431839402427638	Sibirotrisetum_sibiricum_matKtxt
Sibthorpia	Sibthorpia_europaea	rbcL	4	0.0019047619047619	0.000634920634920635	Sibthorpia_europaea_rbcLtxt
Sideritis	Sideritis_euboea	psbAtrnH	8	0.000974025974025974	0	Sideritis_euboea_psbAtrnHtxt
Sideritis	Sideritis_raeseri	psbAtrnH	27	0.0169969703002863	0.00243087400790816	Sideritis_raeseri_psbAtrnHtxt
Sideritis	Sideritis_scardica	psbAtrnH	9	0.0291311047889995	0.00678462562655144	Sideritis_scardica_psbAtrnHtxt
Silene	Silene_acaulis	trnLtrnF	104	0.00136863265044267	0.000534622129079167	Silene_acaulis_trnLtrnFtxt
Silene	Silene_aegaea	58SrRNA	18	0.0179611266436689	0.011396695537197	Silene_aegaea_58SrRNAtxt
Silene	Silene_bupleuroides	rps16	4	0.00662783326378071	0.00414367290570745	Silene_bupleuroides_rps16txt
Silene	Silene_cambessedesii	atp6	6	0.00111856823266219	0.000223713646532438	Silene_cambessedesii_atp6txt
Silene	Silene_ciliata	rbcL	28	0.0101786183346467	0.00203572366692934	Silene_ciliata_rbcLtxt
Silene	Silene_dioica	matK	35	0.00727805751046308	0.00160580712143485	Silene_dioica_matKtxt
Silene	Silene_flos-cuculi	rbcL	6	0.00217654015419314	0.0003690036900369	Silene_floscuculi_rbcLtxt
Silene	Silene_gallica	rbcL	9	0.00185333897833301	0.000230627306273063	Silene_gallica_rbcLtxt
Silene	Silene_graminifolia	rbcL	6	0.0067141559384619	0.00218623689243563	Silene_graminifolia_rbcLtxt
Silene	Silene_heuffelii	matK	6	0.00305777368037892	0.000675675675675676	Silene_heuffelii_matKtxt
Silene	Silene_involucrata	rbcL	24	0.00232979859213256	0.000552660254067057	Silene_involucrata_rbcLtxt
Silene	Silene_jenisseensis	matK	6	0.0123197903014417	0.00287061773253378	Silene_jenisseensis_matKtxt
Silene	Silene_latifolia	trnLtrnF	108	0.0703381886558552	0.00390070001335624	Silene_latifolia_trnLtrnFtxt
Silene	Silene_littorea	Adh	11	0.00397236614853195	0.000863557858376511	Silene_littorea_Adhtxt
Silene	Silene_marizii	matK	7	0.00317254454787012	0.00131623008428944	Silene_marizii_matKtxt
Silene	Silene_multicaulis	rps16	11	0.0013262599469496	0.00013262599469496	Silene_multicaulis_rps16txt
Silene	Silene_noctiflora	rbcL	8	0.00870476489290903	0.00601458314225191	Silene_noctiflora_rbcLtxt
Silene	Silene_nutans	trnLtrnF	6	0.0102418789995199	0.00560282054676732	Silene_nutans_trnLtrnFtxt
Silene	Silene_parnassica	rps16	17	0.00427413768285442	0.00218031676426286	Silene_parnassica_rps16txt
Silene	Silene_pentelica	rps16	5	0.00124389666932668	0.00030826140567201	Silene_pentelica_rps16txt
Silene	Silene_psammitis	atp1	4	0.0129198966408269	0.00882859603789836	Silene_psammitis_atp1txt
Silene	Silene_repens	rbcL	6	0.00560436622722043	0.00113007315919775	Silene_repens_rbcLtxt
Silene	Silene_saxifraga	rps16	31	0.00278913895246437	0.000574772131341014	Silene_saxifraga_rps16txt
Silene	Silene_sedoides	58SrRNA	8	0.0111519389092302	0.00386462038766273	Silene_sedoides_58SrRNAtxt
Silene	Silene_uniflora	rbcL	4	0.00186493293504364	0.000615006150061501	Silene_uniflora_rbcLtxt
Silene	Silene_uralensis	rbcL	20	0.00376615515369477	0.000292891367295402	Silene_uralensis_rbcLtxt
Silene	Silene_vulgaris	rbcL	16	0.00178605759696059	0.000101317122593718	Silene_vulgaris_rbcLtxt
Silybum	Silybum_marianum	rbcL	12	0.00685105954810927	0.000216450216450216	Silybum_marianum_rbcLtxt
Sinapis	Sinapis_alba	rbcL	8	0.0172105974942826	0.00526621255677656	Sinapis_alba_rbcLtxt
Sisymbrium	Sisymbrium_altissimum	rbcL	8	0.0170506524146565	0.0025879917184265	Sisymbrium_altissimum_rbcLtxt
Sisymbrium	Sisymbrium_irio	rbcL	9	0.00581399904685672	0.000882614599428759	Sisymbrium_irio_rbcLtxt
Sisymbrium	Sisymbrium_loeselii	rbcL	11	0.000185873605947955	0	Sisymbrium_loeselii_rbcLtxt
Sisymbrium	Sisymbrium_officinale	matK	13	0.22856050412352	0.0702953217057565	Sisymbrium_officinale_matKtxt
Sisymbrium	Sisymbrium_orientale	rbcL	12	0.103142752807073	0.0105760539643598	Sisymbrium_orientale_rbcLtxt
Sium	Sium_latifolium	rbcL	4	0.00382409177820268	0.00127469725940089	Sium_latifolium_rbcLtxt
Solanum	Solanum_dulcamara	rbcL	13	0.0096162652800119	0.00100782033980415	Solanum_dulcamara_rbcLtxt
