Genus	Species	Marker	Sequence_Count
Elaeagnus	angustifolia	matK.txt	8
Elaeagnus	angustifolia	rbcL.txt	8
Elatine	gussonei	accD.txt	5
Elatine	gussonei	petA-psbJ.txt	5
Elatine	gussonei	psbM-trnD.txt	5
Elatine	hexandra	PHYC.txt	5
Elatine	hexandra	matK.txt	5
Elatine	hexandra	rbcL.txt	9
Elatine	hexandra	trnK.txt	4
Elatine	triandra	matK.txt	10
Elatine	triandra	rbcL.txt	8
Elatine	triandra	trnK.txt	9
Eleocharis	acicularis	rbcL.txt	9
Eleocharis	geniculata	rbcL.txt	4
Eleocharis	mamillata	rbcL.txt	8
Eleocharis	ovata	rbcL.txt	5
Eleocharis	palustris	matK.txt	6
Eleocharis	palustris	rbcL.txt	12
Eleocharis	quinqueflora	matK.txt	4
Eleocharis	quinqueflora	rbcL.txt	7
Eleocharis	uniglumis	rbcL.txt	4
Eleusine	indica	WGS.txt	14
Eleusine	indica	matK.txt	12
Eleusine	indica	psbA-trnH.txt	7
Eleusine	indica	rbcL.txt	14
Eleusine	indica	rps16.txt	87
Elymus	caninus	matK.txt	8
Elymus	caninus	rbcL.txt	4
Elymus	nodosus	matK.txt	6
Elymus	nodosus	trnK.txt	4
Elymus	repens	matK.txt	24
Elymus	repens	rbcL.txt	35
Elymus	repens	rps4.txt	12
Elymus	repens	trnL-trnF.txt	7
Elymus	sibiricus	matK.txt	6
Elymus	sibiricus	rbcL.txt	12
Elymus	sibiricus	trnL-trnF.txt	91
Empetrum	nigrum	matK.txt	29
Empetrum	nigrum	rbcL.txt	31
Empetrum	nigrum	trnS-trnG.txt	20
Ephedra	distachya	rbcL.txt	10
Ephedra	distachya	trnL-trnF.txt	11
Epilobium	anagallidifolium	rbcL.txt	5
Epilobium	arcticum	matK.txt	4
Epilobium	arcticum	rbcL.txt	7
Epilobium	ciliatum	matK.txt	4
Epilobium	ciliatum	rbcL.txt	12
Epilobium	hirsutum	matK.txt	6
Epilobium	hirsutum	rbcL.txt	8
Epilobium	hornemannii	rbcL.txt	4
Epilobium	montanum	matK.txt	4
Epilobium	montanum	rbcL.txt	8
Epilobium	obscurum	rbcL.txt	5
Epilobium	palustre	matK.txt	9
Epilobium	palustre	rbcL.txt	20
Epilobium	parviflorum	matK.txt	8
Epilobium	parviflorum	rbcL.txt	10
Epilobium	tetragonum	matK.txt	4
Epilobium	tetragonum	rbcL.txt	5
Epipactis	albensis	rpl16.txt	4
Epipactis	albensis	trnS-trnG.txt	4
Epipactis	helleborine	matK.txt	6
Epipactis	helleborine	rbcL.txt	8
Epipactis	helleborine	rpl16.txt	4
Epipactis	helleborine	trnK.txt	8
Epipactis	helleborine	trnL-trnF.txt	8
Epipactis	palustris	matK.txt	9
Epipactis	palustris	psbA-trnH.txt	7
Epipactis	palustris	rbcL.txt	11
Epipactis	purpurata	psbA-trnH.txt	9
Epipactis	purpurata	rpl16.txt	13
Epipactis	purpurata	rps16.txt	9
Epipactis	purpurata	trnK.txt	9
Equisetum	arvense	rbcL.txt	40
Equisetum	fluviatile	rbcL.txt	12
Equisetum	hyemale	5.8SrRNA.txt	9
Equisetum	hyemale	ITS.txt	9
Equisetum	hyemale	ITS1.txt	9
Equisetum	hyemale	ITS2.txt	9
Equisetum	hyemale	matK.txt	10
Equisetum	hyemale	rbcL.txt	19
Equisetum	palustre	rbcL.txt	6
Equisetum	pratense	rbcL.txt	6
Equisetum	sylvaticum	rbcL.txt	13
Equisetum	variegatum	rbcL.txt	30
Eragrostis	cilianensis	psbA-trnH.txt	5
Eragrostis	cilianensis	rbcL.txt	6
Eragrostis	japonica	rbcL.txt	4
Eragrostis	mexicana	rps16.txt	5
Eragrostis	minor	matK.txt	13
Eragrostis	minor	rbcL.txt	18
Eragrostis	minor	rps16.txt	5
Eragrostis	minor	trnK.txt	4
Eragrostis	papposa	matK.txt	4
Eragrostis	papposa	rbcL.txt	8
Eragrostis	pilosa	5.8SrRNA.txt	4
Eragrostis	pilosa	ITS.txt	4
Eragrostis	pilosa	ITS1.txt	4
Eragrostis	pilosa	ITS2.txt	4
Eragrostis	pilosa	matK.txt	9
Eragrostis	pilosa	rbcL.txt	9
Eremopyrum	orientale	matK.txt	13
Eremopyrum	orientale	rbcL.txt	14
Eremopyrum	triticeum	matK.txt	7
Eremopyrum	triticeum	rbcL.txt	6
Eremurus	inderiensis	matK.txt	8
Eremurus	inderiensis	rbcL.txt	8
Erica	arborea	atpB-rbcL.txt	160
Erica	arborea	matK.txt	156
Erica	arborea	psbA-trnH.txt	103
Erica	arborea	rbcL.txt	162
Erica	arborea	rpl16.txt	145
Erica	arborea	trnL-trnF.txt	13
Erica	australis	matK.txt	52
Erica	australis	trnL-trnF.txt	4
Erica	ciliaris	trnL-trnF.txt	6
Erica	cinerea	trnL-trnF.txt	7
Erica	erigena	trnL-trnF.txt	6
Erica	mackaiana	trnL-trnF.txt	6
Erica	manipuliflora	trnL-trnF.txt	5
Erica	scoparia	atpB-rbcL.txt	41
Erica	scoparia	matK.txt	137
Erica	scoparia	ndhJ.txt	4
Erica	scoparia	psbA-trnH.txt	104
Erica	scoparia	rbcL.txt	42
Erica	scoparia	rpl16.txt	22
Erica	scoparia	trnL-trnF.txt	6
Erica	sicula	trnL-trnF.txt	12
Erica	tetralix	matK.txt	7
Erica	tetralix	rbcL.txt	8
Erica	tetralix	trnL-trnF.txt	6
Erica	vagans	trnL-trnF.txt	4
Erigeron	acris	matK.txt	16
Erigeron	acris	rbcL.txt	12
Erigeron	borealis	matK.txt	4
Erigeron	borealis	rbcL.txt	5
Erigeron	humilis	matK.txt	8
Erigeron	humilis	rbcL.txt	12
Erigeron	uniflorus	matK.txt	7
Erigeron	uniflorus	rbcL.txt	9
Eriophorum	brachyantherum	matK.txt	9
Eriophorum	brachyantherum	rbcL.txt	5
Eriophorum	latifolium	matK.txt	4
Eriophorum	latifolium	rbcL.txt	4
Eriophorum	scheuchzeri	matK.txt	16
Eriophorum	scheuchzeri	rbcL.txt	19
Eriophorum	triste	matK.txt	6
Eriophorum	triste	rbcL.txt	10
Eriophorum	vaginatum	matK.txt	11
Eriophorum	vaginatum	rbcL.txt	14
Eritrichium	nanum	ndhF.txt	6
Eritrichium	nanum	psbA-trnH.txt	6
Eritrichium	nanum	rpl16.txt	9
Eritrichium	nanum	rps16.txt	15
Eritrichium	nanum	trnK.txt	5
Erodium	cicutarium	matK.txt	10
Erodium	cicutarium	rbcL.txt	25
Erodium	foetidum	trnL-trnF.txt	6
Erodium	lebelii	rbcL.txt	4
Erodium	malacoides	COI.txt	32
Erodium	malacoides	matK.txt	10
Erodium	malacoides	rbcL.txt	11
Erodium	moschatum	matK.txt	10
Erodium	moschatum	rbcL.txt	17
Erophaca	baetica	5.8SrRNA.txt	22
Erophaca	baetica	ITS.txt	22
Erophaca	baetica	ITS1.txt	22
Erophaca	baetica	ITS2.txt	22
Eruca	vesicaria	matK.txt	4
Eruca	vesicaria	rbcL.txt	15
Eryngium	maritimum	rbcL.txt	5
Eryngium	planum	matK.txt	4
Eryngium	planum	rbcL.txt	5
Erysimum	cheiranthoides	WGS.txt	8
Erysimum	cheiranthoides	matK.txt	13
Erysimum	cheiranthoides	rbcL.txt	18
Erysimum	cheiri	matK.txt	4
Erysimum	cheiri	rbcL.txt	7
Erysimum	siliculosum	matK.txt	8
Erysimum	siliculosum	rbcL.txt	7
Erythronium	dens-canis	ycf1.txt	49
Euclidium	syriacum	matK.txt	5
Euclidium	syriacum	rbcL.txt	5
Euclidium	syriacum	trnL-trnF.txt	5
Euonymus	europaeus	matK.txt	8
Euonymus	europaeus	rbcL.txt	10
Eupatorium	cannabinum	rbcL.txt	7
Euphorbia	amygdaloides	rbcL.txt	4
Euphorbia	carniolica	ndhF.txt	69
Euphorbia	characias	matK.txt	4
Euphorbia	characias	trnL-trnF.txt	4
Euphorbia	cyparissias	matK.txt	9
Euphorbia	cyparissias	rbcL.txt	8
Euphorbia	esula	matK.txt	9
Euphorbia	esula	rbcL.txt	10
Euphorbia	exigua	matK.txt	6
Euphorbia	exigua	rbcL.txt	6
Euphorbia	helioscopia	matK.txt	20
Euphorbia	helioscopia	rbcL.txt	23
Euphorbia	myrsinites	trnL-trnF.txt	40
Euphorbia	oblongata	18SrRNA.txt	11
Euphorbia	oblongata	28SrRNA.txt	11
Euphorbia	oblongata	5.8SrRNA.txt	11
Euphorbia	oblongata	ITS.txt	11
Euphorbia	oblongata	ITS1.txt	11
Euphorbia	oblongata	ITS2.txt	11
Euphorbia	paralias	rbcL.txt	5
Euphorbia	peplus	matK.txt	11
Euphorbia	peplus	rbcL.txt	12
Euphorbia	platyphyllos	rbcL.txt	6
Euphorbia	thessala	trnL-trnF.txt	4
Euphorbia	triflora	trnL-trnF.txt	4
Euphrasia	confusa	rbcL.txt	4
Euphrasia	foulaensis	rbcL.txt	4
Euphrasia	frigida	rbcL.txt	7
Euphrasia	micrantha	rbcL.txt	5
Euphrasia	nemorosa	rbcL.txt	5
Euphrasia	rivularis	rbcL.txt	4
Euphrasia	wettsteinii	rbcL.txt	8
Eurybia	sibirica	matK.txt	4
Eurybia	sibirica	rbcL.txt	4
Eutrema	edwardsii	rbcL.txt	10
Eutrema	salsugineum	WGS.txt	1965
Fagus	orientalis	trnL-trnF.txt	27
Fagus	sylvatica	WGS.txt	14
Fagus	sylvatica	rbcL.txt	11
Fagus	sylvatica	trnL-trnF.txt	34
Fagus	taurica	trnL-trnF.txt	9
Fallopia	convolvulus	matK.txt	9
Fallopia	convolvulus	rbcL.txt	17
Fallopia	dumetorum	matK.txt	4
Fallopia	dumetorum	rbcL.txt	7
Ferula	communis	atpB-rbcL.txt	6
Ferula	communis	rbcL.txt	7
Ferula	communis	trnS-trnG.txt	26
Festuca	altissima	matK.txt	5
Festuca	amethystina	ITS.txt	9
Festuca	amethystina	matK.txt	5
Festuca	amethystina	rpl16.txt	5
Festuca	amethystina	trnK.txt	5
Festuca	amethystina	trnL-trnF.txt	6
Festuca	baffinensis	matK.txt	14
Festuca	baffinensis	rbcL.txt	17
Festuca	brachyphylla	Adh.txt	4
Festuca	brachyphylla	matK.txt	24
Festuca	brachyphylla	ndhF.txt	4
Festuca	brachyphylla	rbcL.txt	34
Festuca	bromoides	matK.txt	12
Festuca	bromoides	rbcL.txt	16
Festuca	csikhegyensis	matK.txt	6
Festuca	csikhegyensis	rpl16.txt	6
Festuca	csikhegyensis	trnK.txt	6
Festuca	csikhegyensis	trnL-trnF.txt	6
Festuca	eskia	trnL-trnF.txt	65
Festuca	fasciculata	rbcL.txt	4
Festuca	filiformis	matK.txt	4
Festuca	gautieri	trnL-trnF.txt	70
Festuca	hyperborea	matK.txt	8
Festuca	hyperborea	rbcL.txt	10
Festuca	myuros	matK.txt	16
Festuca	myuros	rbcL.txt	24
Festuca	ovina	matK.txt	15
Festuca	ovina	rpl16.txt	15
Festuca	ovina	trnK.txt	15
Festuca	ovina	trnL-trnF.txt	16
Festuca	pallens	matK.txt	7
Festuca	pallens	rpl16.txt	7
Festuca	pallens	trnK.txt	7
Festuca	pallens	trnL-trnF.txt	9
Festuca	picoeuropeana	trnL-trnF.txt	86
Festuca	pratensis	matK.txt	9
Festuca	pratensis	rbcL.txt	8
Festuca	pratensis	trnL-trnF.txt	13
Festuca	psammophila	matK.txt	8
Festuca	psammophila	rpl16.txt	8
Festuca	psammophila	trnK.txt	8
Festuca	psammophila	trnL-trnF.txt	8
Festuca	rubra	matK.txt	37
Festuca	rubra	psbA-trnH.txt	7
Festuca	rubra	rbcL.txt	47
Festuca	rubra	trnL-trnF.txt	7
Festuca	rupicola	matK.txt	4
Festuca	vivipara	rbcL.txt	7
Ficaria	verna	matK.txt	5
Ficaria	verna	rbcL.txt	5
Ficus	carica	WGS.txt	12190
Ficus	carica	matK.txt	17
Ficus	carica	psbA-trnH.txt	44
Ficus	carica	rbcL.txt	31
Filago	lutescens	5.8SrRNA.txt	4
Filago	lutescens	ITS.txt	4
Filago	lutescens	ITS1.txt	4
Filago	lutescens	ITS2.txt	4
Filago	pyramidata	rbcL.txt	6
Filipendula	ulmaria	rbcL.txt	12
Filipendula	vulgaris	matK.txt	5
Filipendula	vulgaris	rbcL.txt	6
Filipendula	vulgaris	rpl16.txt	10
Fontanesia	philliraeoides	Adh.txt	9
Fontanesia	philliraeoides	matK.txt	6
Fontanesia	philliraeoides	rbcL.txt	4
Fragaria	vesca	Adh.txt	55
Fragaria	vesca	atp1.txt	6
Fragaria	vesca	atp6.txt	6
Fragaria	vesca	cob.txt	6
Fragaria	vesca	cox1.txt	6
Fragaria	vesca	cox2.txt	6
Fragaria	vesca	matK.txt	18
Fragaria	vesca	nad1.txt	7
Fragaria	vesca	nad2.txt	6
Fragaria	vesca	nad4.txt	12
Fragaria	vesca	nad5.txt	6
Fragaria	vesca	rbcL.txt	21
Fragaria	vesca	rpl16.txt	6
Fragaria	vesca	rps4.txt	6
Frangula	alnus	matK.txt	12
Frangula	alnus	rbcL.txt	12
Frankenia	pulverulenta	rbcL.txt	5
Fraxinus	angustifolia	ITS.txt	5
Fraxinus	angustifolia	ITS1.txt	5
Fraxinus	angustifolia	ITS2.txt	5
Fraxinus	angustifolia	psbA-trnH.txt	4
Fraxinus	angustifolia	rbcL.txt	5
Fraxinus	excelsior	WGS.txt	24
Fraxinus	excelsior	matK.txt	6
Fraxinus	excelsior	rbcL.txt	22
Fraxinus	ornus	Adh.txt	9
Fraxinus	ornus	ETS.txt	4
Fraxinus	ornus	ITS.txt	4
Fraxinus	ornus	ITS1.txt	4
Fraxinus	ornus	ITS2.txt	4
Fraxinus	ornus	psbA-trnH.txt	4
Fraxinus	ornus	rbcL.txt	7
Fritillaria	montana	psbA-trnH.txt	4
Fritillaria	montana	rbcL.txt	4
Fritillaria	tubiformis	matK.txt	12
Fritillaria	tubiformis	petA-psbJ.txt	13
Fritillaria	tubiformis	rpl16.txt	10
Fritillaria	tubiformis	rpoC1.txt	9
Fritillaria	tubiformis	trnK.txt	5
Fumana	ericoides	COI.txt	6
Fumaria	bastardii	rbcL.txt	4
Fumaria	capreolata	matK.txt	6
Fumaria	capreolata	rbcL.txt	6
Fumaria	densiflora	matK.txt	4
Fumaria	officinalis	matK.txt	5
Fumaria	officinalis	rbcL.txt	8
Fumaria	parviflora	matK.txt	5
Fumaria	parviflora	rbcL.txt	6
Fumaria	vaillantii	matK.txt	6
Fumaria	vaillantii	rbcL.txt	7
Gagea	apulica	5.8SrRNA.txt	5
Gagea	apulica	ITS.txt	5
Gagea	apulica	ITS1.txt	5
Gagea	apulica	ITS2.txt	5
Gagea	apulica	psbA-trnH.txt	5
Gagea	apulica	trnL-trnF.txt	5
Gagea	bohemica	18SrRNA.txt	10
Gagea	bohemica	26SrRNA.txt	10
Gagea	bohemica	5.8SrRNA.txt	28
Gagea	bohemica	ITS.txt	28
Gagea	bohemica	ITS1.txt	25
Gagea	bohemica	ITS2.txt	25
Gagea	bohemica	psbA-trnH.txt	11
Gagea	bohemica	trnL-trnF.txt	43
Gagea	bulbifera	5.8SrRNA.txt	10
Gagea	bulbifera	ITS.txt	10
Gagea	bulbifera	ITS1.txt	10
Gagea	bulbifera	ITS2.txt	10
Gagea	bulbifera	psbA-trnH.txt	8
Gagea	bulbifera	trnL-trnF.txt	10
Gagea	dubia	5.8SrRNA.txt	5
Gagea	dubia	ITS.txt	5
Gagea	dubia	ITS1.txt	5
Gagea	dubia	ITS2.txt	5
Gagea	dubia	psbA-trnH.txt	4
Gagea	dubia	trnL-trnF.txt	6
Gagea	durieui	5.8SrRNA.txt	4
Gagea	durieui	ITS.txt	4
Gagea	durieui	ITS1.txt	4
Gagea	durieui	ITS2.txt	4
Gagea	durieui	psbA-trnH.txt	4
Gagea	durieui	trnL-trnF.txt	4
Gagea	foliosa	5.8SrRNA.txt	6
Gagea	foliosa	ITS.txt	6
Gagea	foliosa	ITS1.txt	6
Gagea	foliosa	ITS2.txt	6
Gagea	foliosa	psbA-trnH.txt	6
Gagea	foliosa	trnL-trnF.txt	7
Gagea	fragifera	18SrRNA.txt	5
Gagea	fragifera	26SrRNA.txt	5
Gagea	fragifera	5.8SrRNA.txt	29
Gagea	fragifera	ITS.txt	29
Gagea	fragifera	ITS1.txt	29
Gagea	fragifera	ITS2.txt	29
Gagea	fragifera	psbA-trnH.txt	19
Gagea	fragifera	rpl16.txt	4
Gagea	fragifera	trnL-trnF.txt	20
Gagea	graeca	5.8SrRNA.txt	6
Gagea	graeca	ITS.txt	6
Gagea	graeca	ITS1.txt	6
Gagea	graeca	ITS2.txt	6
Gagea	graeca	psbA-trnH.txt	6
Gagea	graeca	trnL-trnF.txt	7
Gagea	granatellii	18SrRNA.txt	4
Gagea	granatellii	26SrRNA.txt	4
Gagea	granatellii	5.8SrRNA.txt	12
Gagea	granatellii	ITS.txt	12
Gagea	granatellii	ITS1.txt	12
Gagea	granatellii	ITS2.txt	12
Gagea	granatellii	psbA-trnH.txt	12
Gagea	granatellii	trnL-trnF.txt	13
Gagea	granulosa	5.8SrRNA.txt	14
Gagea	granulosa	ITS.txt	14
Gagea	granulosa	ITS1.txt	14
Gagea	granulosa	ITS2.txt	14
Gagea	granulosa	psbA-trnH.txt	14
Gagea	granulosa	trnL-trnF.txt	13
Gagea	heldreichii	5.8SrRNA.txt	4
Gagea	heldreichii	ITS.txt	4
Gagea	heldreichii	ITS1.txt	4
Gagea	heldreichii	ITS2.txt	4
Gagea	lacaitae	5.8SrRNA.txt	5
Gagea	lacaitae	ITS.txt	5
Gagea	lacaitae	ITS1.txt	5
Gagea	lacaitae	ITS2.txt	5
Gagea	lacaitae	psbA-trnH.txt	5
Gagea	lacaitae	trnL-trnF.txt	6
Gagea	lutea	5.8SrRNA.txt	7
Gagea	lutea	ITS.txt	7
Gagea	lutea	ITS1.txt	6
Gagea	lutea	ITS2.txt	6
Gagea	lutea	psbA-trnH.txt	10
Gagea	lutea	rbcL.txt	5
Gagea	lutea	trnL-trnF.txt	12
Gagea	mauritanica	psbA-trnH.txt	4
Gagea	mauritanica	trnL-trnF.txt	4
Gagea	minima	18SrRNA.txt	4
Gagea	minima	26SrRNA.txt	4
Gagea	minima	5.8SrRNA.txt	6
Gagea	minima	ITS.txt	6
Gagea	minima	ITS1.txt	5
Gagea	minima	ITS2.txt	5
Gagea	minima	psbA-trnH.txt	9
Gagea	minima	trnL-trnF.txt	8
Gagea	nevadensis	psbA-trnH.txt	4
Gagea	nevadensis	trnL-trnF.txt	5
Gagea	peduncularis	5.8SrRNA.txt	8
Gagea	peduncularis	ITS.txt	8
Gagea	peduncularis	ITS1.txt	8
Gagea	peduncularis	ITS2.txt	8
Gagea	peduncularis	psbA-trnH.txt	10
Gagea	peduncularis	trnL-trnF.txt	11
Gagea	polidorii	5.8SrRNA.txt	11
Gagea	polidorii	ITS.txt	11
Gagea	polidorii	ITS1.txt	11
Gagea	polidorii	ITS2.txt	11
Gagea	pomeranica	5.8SrRNA.txt	10
Gagea	pomeranica	ITS.txt	10
Gagea	pomeranica	ITS1.txt	9
Gagea	pomeranica	ITS2.txt	9
Gagea	pratensis	18SrRNA.txt	5
Gagea	pratensis	26SrRNA.txt	5
Gagea	pratensis	5.8SrRNA.txt	8
Gagea	pratensis	ITS.txt	8
Gagea	pratensis	ITS1.txt	7
Gagea	pratensis	ITS2.txt	7
Gagea	pratensis	psbA-trnH.txt	5
Gagea	pratensis	trnL-trnF.txt	6
Gagea	pusilla	5.8SrRNA.txt	4
Gagea	pusilla	ITS.txt	4
Gagea	pusilla	ITS1.txt	4
Gagea	pusilla	ITS2.txt	4
Gagea	reticulata	matK.txt	5
Gagea	reticulata	rpl16.txt	5
Gagea	reticulata	trnL-trnF.txt	6
Gagea	rigida	psbA-trnH.txt	5
Gagea	rigida	trnL-trnF.txt	5
Gagea	serotina	5.8SrRNA.txt	5
Gagea	serotina	ITS.txt	5
Gagea	serotina	ITS1.txt	5
Gagea	serotina	ITS2.txt	5
Gagea	serotina	matK.txt	4
Gagea	serotina	psbA-trnH.txt	11
Gagea	serotina	rbcL.txt	5
Gagea	serotina	trnL-trnF.txt	10
Gagea	soleirolii	trnL-trnF.txt	4
Gagea	spathacea	5.8SrRNA.txt	30
Gagea	spathacea	ITS.txt	30
Gagea	spathacea	ITS1.txt	29
Gagea	spathacea	ITS2.txt	29
Gagea	spathacea	psbA-trnH.txt	29
Gagea	spathacea	trnL-trnF.txt	6
Gagea	subtrigona	5.8SrRNA.txt	12
Gagea	subtrigona	ITS.txt	12
Gagea	subtrigona	ITS1.txt	12
Gagea	subtrigona	ITS2.txt	12
Gagea	subtrigona	psbA-trnH.txt	12
Gagea	subtrigona	trnL-trnF.txt	12
Gagea	tisoniana	psbA-trnH.txt	4
Gagea	tisoniana	trnL-trnF.txt	4
Gagea	villosa	18SrRNA.txt	4
Gagea	villosa	26SrRNA.txt	4
Gagea	villosa	5.8SrRNA.txt	12
Gagea	villosa	ITS.txt	12
Gagea	villosa	ITS1.txt	11
Gagea	villosa	ITS2.txt	11
Gagea	villosa	psbA-trnH.txt	13
Gagea	villosa	trnL-trnF.txt	19
Galanthus	elwesii	rps16.txt	22
Galanthus	elwesii	trnK.txt	22
Galanthus	elwesii	trnL-trnF.txt	23
Galanthus	nivalis	rps16.txt	91
Galanthus	nivalis	trnK.txt	91
Galanthus	nivalis	trnL-trnF.txt	93
Galanthus	reginae-olgae	trnL-trnF.txt	5
Galatella	linosyris	trnL-trnF.txt	6
Galeopsis	speciosa	rbcL.txt	4
Galeopsis	tetrahit	matK.txt	10
Galeopsis	tetrahit	rbcL.txt	13
Galium	album	rbcL.txt	4
Galium	aparine	18SrRNA.txt	4
Galium	aparine	matK.txt	14
Galium	aparine	psbA-trnH.txt	4
Galium	aparine	rbcL.txt	21
Galium	boreale	matK.txt	13
Galium	boreale	rbcL.txt	20
Galium	lucidum	rbcL.txt	4
Galium	mollugo	matK.txt	12
Galium	mollugo	rbcL.txt	15
Galium	odoratum	rbcL.txt	6
Galium	palustre	matK.txt	4
Galium	palustre	rbcL.txt	13
Galium	saxatile	matK.txt	5
Galium	saxatile	rbcL.txt	8
Galium	scabrum	matK.txt	4
Galium	scabrum	rbcL.txt	5
Galium	spurium	matK.txt	4
Galium	spurium	rbcL.txt	17
Galium	sterneri	rbcL.txt	6
Galium	triflorum	matK.txt	9
Galium	triflorum	rbcL.txt	21
Galium	uliginosum	rbcL.txt	6
Galium	verum	matK.txt	12
Galium	verum	rbcL.txt	14
Gastridium	phleoides	5.8SrRNA.txt	15
Gastridium	phleoides	ITS.txt	15
Gastridium	phleoides	ITS1.txt	15
Gastridium	phleoides	ITS2.txt	15
Gastridium	phleoides	psbA-trnH.txt	17
Gastridium	phleoides	rps16.txt	4
Gastridium	ventricosum	5.8SrRNA.txt	20
Gastridium	ventricosum	ITS.txt	20
Gastridium	ventricosum	ITS1.txt	20
Gastridium	ventricosum	ITS2.txt	20
Gastridium	ventricosum	matK.txt	5
Gastridium	ventricosum	psbA-trnH.txt	27
Gastridium	ventricosum	rbcL.txt	4
Gaudinia	fragilis	matK.txt	7
Genista	acanthoclada	ITS.txt	4
Genista	aetnensis	ITS.txt	4
Genista	anglica	ITS.txt	10
Genista	anglica	ITS1.txt	5
Genista	anglica	ITS2.txt	5
Genista	aspalathoides	ITS.txt	4
Genista	carinalis	ITS.txt	6
Genista	carpetana	ITS.txt	4
Genista	cinerea	ITS.txt	6
Genista	corsica	ITS.txt	6
Genista	demarcoi	COI.txt	4
Genista	falcata	ITS.txt	6
Genista	florida	ITS.txt	4
Genista	gasparrinii	ITS.txt	4
Genista	hispanica	ITS.txt	6
Genista	hystrix	ITS.txt	10
Genista	hystrix	ITS1.txt	5
Genista	hystrix	ITS2.txt	5
Genista	micrantha	ITS.txt	4
Genista	pilosa	ITS.txt	6
Genista	pseudopilosa	ITS.txt	4
Genista	salzmannii	ITS.txt	4
Genista	scorpius	ITS.txt	4
Genista	spartioides	ITS.txt	6
Genista	sylvestris	ITS.txt	4
Genista	thyrrena	ITS.txt	22
Genista	thyrrena	ITS1.txt	11
Genista	thyrrena	ITS2.txt	11
Genista	tinctoria	matK.txt	6
Genista	tinctoria	rbcL.txt	8
Genista	tinctoria	trnL-trnF.txt	5
Genista	tinctoria	trnS-trnG.txt	7
Genista	umbellata	ITS.txt	4
Gentiana	nivalis	rbcL.txt	4
Gentiana	prostrata	matK.txt	4
Gentiana	prostrata	rbcL.txt	9
Gentiana	verna	rbcL.txt	4
Gentianella	amarella	matK.txt	8
Gentianella	amarella	rbcL.txt	11
Gentianella	germanica	5.8SrRNA.txt	6
Gentianella	germanica	ITS.txt	6
Gentianella	germanica	ITS1.txt	6
Gentianella	germanica	ITS2.txt	6
Gentianopsis	barbata	matK.txt	6
Gentianopsis	barbata	rbcL.txt	5
Gentianopsis	detonsa	rbcL.txt	8
Geranium	columbinum	rbcL.txt	8
Geranium	dissectum	rbcL.txt	8
Geranium	lucidum	rbcL.txt	5
Geranium	molle	matK.txt	6
Geranium	molle	rbcL.txt	13
Geranium	pratense	rbcL.txt	5
Geranium	purpureum	matK.txt	4
Geranium	purpureum	rbcL.txt	4
Geranium	pusillum	rbcL.txt	8
Geranium	robertianum	18SrRNA.txt	24
Geranium	robertianum	26SrRNA.txt	24
Geranium	robertianum	5.8SrRNA.txt	24
Geranium	robertianum	ITS.txt	24
Geranium	robertianum	ITS1.txt	24
Geranium	robertianum	ITS2.txt	24
Geranium	robertianum	rbcL.txt	19
Geranium	rotundifolium	rbcL.txt	9
Geranium	sanguineum	matK.txt	4
Geranium	sanguineum	psbA-trnH.txt	4
Geranium	sanguineum	rbcL.txt	10
Geranium	sibiricum	rbcL.txt	4
Geranium	sylvaticum	rbcL.txt	6
Geum	aleppicum	matK.txt	5
Geum	aleppicum	rbcL.txt	11
Geum	rivale	matK.txt	4
Geum	rivale	rbcL.txt	9
Geum	urbanum	matK.txt	4
Geum	urbanum	rbcL.txt	10
Gladiolus	imbricatus	psbA-trnH.txt	8
Gladiolus	imbricatus	rps16.txt	6
Gladiolus	imbricatus	trnL-trnF.txt	7
Gladiolus	palustris	matK.txt	4
Gladiolus	palustris	psbA-trnH.txt	11
Gladiolus	palustris	rbcL.txt	4
Glaucium	flavum	matK.txt	4
Glebionis	coronaria	WGS.txt	9
Glebionis	segetum	matK.txt	4
Glebionis	segetum	rbcL.txt	7
Glechoma	hederacea	matK.txt	16
Glechoma	hederacea	psbA-trnH.txt	5
Glechoma	hederacea	rbcL.txt	19
Glinus	lotoides	matK.txt	13
Glinus	lotoides	rbcL.txt	14
Glinus	lotoides	trnK.txt	9
Glyceria	declinata	matK.txt	5
Glyceria	declinata	rbcL.txt	5
Glyceria	fluitans	matK.txt	5
Glyceria	fluitans	rbcL.txt	5
Glyceria	maxima	matK.txt	4
Glyceria	maxima	rbcL.txt	5
Glyceria	notata	matK.txt	4
Glyceria	notata	rbcL.txt	5
Glycyrrhiza	glabra	matK.txt	5
Glycyrrhiza	glabra	rbcL.txt	9
Glycyrrhiza	uralensis	WGS.txt	8
Glycyrrhiza	uralensis	matK.txt	8
Glycyrrhiza	uralensis	psbA-trnH.txt	6
Glycyrrhiza	uralensis	rbcL.txt	8
Gnaphalium	uliginosum	rbcL.txt	8
Goldbachia	laevigata	matK.txt	4
Goldbachia	laevigata	rbcL.txt	4
Goniolimon	besserianum	rps16.txt	4
Goniolimon	besserianum	trnK.txt	4
Goniolimon	dalmaticum	rps16.txt	4
Goniolimon	dalmaticum	trnK.txt	4
Goniolimon	incanum	rps16.txt	11
Goniolimon	incanum	trnK.txt	11
Goniolimon	tataricum	rps16.txt	77
Goniolimon	tataricum	trnK.txt	77
Goodyera	repens	18SrRNA.txt	4
Goodyera	repens	28SrRNA.txt	4
