Genus	Species	Marker	Sequence_Count
Lamium	album	psbA-trnH.txt	6
Lamium	album	rbcL.txt	10
Lamium	album	rpoB.txt	4
Lamium	album	rpoC1.txt	4
Lamium	amplexicaule	matK.txt	14
Lamium	amplexicaule	psbA-trnH.txt	5
Lamium	amplexicaule	rbcL.txt	27
Lamium	amplexicaule	rpoB.txt	4
Lamium	amplexicaule	rpoC1.txt	4
Lamium	bifidum	matK.txt	4
Lamium	bifidum	psbA-trnH.txt	5
Lamium	bifidum	rpoB.txt	6
Lamium	bifidum	rpoC1.txt	5
Lamium	confertum	matK.txt	6
Lamium	confertum	psbA-trnH.txt	6
Lamium	confertum	rbcL.txt	4
Lamium	confertum	rpoB.txt	6
Lamium	confertum	rpoC1.txt	6
Lamium	flexuosum	rpoB.txt	4
Lamium	galeobdolon	matK.txt	13
Lamium	galeobdolon	psbA-trnH.txt	15
Lamium	galeobdolon	rbcL.txt	6
Lamium	galeobdolon	rpoB.txt	14
Lamium	galeobdolon	rpoC1.txt	12
Lamium	garganicum	matK.txt	10
Lamium	garganicum	psbA-trnH.txt	10
Lamium	garganicum	rpoB.txt	9
Lamium	garganicum	rpoC1.txt	9
Lamium	garganicum	trnL-trnF.txt	5
Lamium	maculatum	matK.txt	6
Lamium	maculatum	psbA-trnH.txt	6
Lamium	maculatum	rbcL.txt	5
Lamium	maculatum	rpoB.txt	5
Lamium	maculatum	rpoC1.txt	5
Lamium	orvala	psbA-trnH.txt	4
Lamium	orvala	rpoB.txt	5
Lamium	purpureum	matK.txt	14
Lamium	purpureum	psbA-trnH.txt	5
Lamium	purpureum	rbcL.txt	15
Lappula	patula	matK.txt	6
Lappula	patula	rbcL.txt	6
Lappula	spinocarpos	rbcL.txt	7
Lappula	squarrosa	rbcL.txt	5
Lapsana	communis	matK.txt	16
Lapsana	communis	rbcL.txt	16
Larix	decidua	rbcL.txt	4
Lasiopogon	muscoides	COI.txt	6
Lathraea	squamaria	matK.txt	10
Lathraea	squamaria	rbcL.txt	5
Lathyrus	aphaca	matK.txt	4
Lathyrus	aphaca	rbcL.txt	9
Lathyrus	aphaca	trnL-trnF.txt	4
Lathyrus	aphaca	trnS-trnG.txt	6
Lathyrus	cicera	rbcL.txt	8
Lathyrus	clymenum	matK.txt	4
Lathyrus	clymenum	trnL-trnF.txt	4
Lathyrus	clymenum	trnS-trnG.txt	4
Lathyrus	filiformis	18SrRNA.txt	88
Lathyrus	filiformis	5.8SrRNA.txt	88
Lathyrus	filiformis	ITS.txt	88
Lathyrus	filiformis	ITS1.txt	88
Lathyrus	filiformis	ITS2.txt	88
Lathyrus	latifolius	rbcL.txt	7
Lathyrus	ledebourii	18SrRNA.txt	9
Lathyrus	ledebourii	5.8SrRNA.txt	9
Lathyrus	ledebourii	ITS.txt	9
Lathyrus	ledebourii	ITS1.txt	9
Lathyrus	ledebourii	ITS2.txt	9
Lathyrus	ochrus	rbcL.txt	10
Lathyrus	pallescens	18SrRNA.txt	14
Lathyrus	pallescens	5.8SrRNA.txt	14
Lathyrus	pallescens	ITS.txt	14
Lathyrus	pallescens	ITS1.txt	14
Lathyrus	pallescens	ITS2.txt	14
Lathyrus	palustris	matK.txt	6
Lathyrus	palustris	rbcL.txt	9
Lathyrus	palustris	trnL-trnF.txt	4
Lathyrus	palustris	trnS-trnG.txt	4
Lathyrus	pannonicus	18SrRNA.txt	217
Lathyrus	pannonicus	5.8SrRNA.txt	217
Lathyrus	pannonicus	ITS.txt	217
Lathyrus	pannonicus	ITS1.txt	217
Lathyrus	pannonicus	ITS2.txt	217
Lathyrus	pratensis	matK.txt	9
Lathyrus	pratensis	psbA-trnH.txt	5
Lathyrus	pratensis	rbcL.txt	11
Lathyrus	rotundifolius	trnL-trnF.txt	5
Lathyrus	sativus	rbcL.txt	13
Lathyrus	sylvestris	rbcL.txt	7
Launaea	nudicaulis	rbcL.txt	7
Laurus	nobilis	matK.txt	84
Laurus	nobilis	psbA-trnH.txt	4
Laurus	nobilis	rbcL.txt	16
Lavandula	angustifolia	WGS.txt	25
Leersia	oryzoides	matK.txt	5
Leersia	oryzoides	rbcL.txt	11
Legousia	hybrida	rbcL.txt	4
Lemna	minor	matK.txt	6
Lemna	minor	rbcL.txt	12
Lemna	minor	rps16.txt	24
Lemna	trisulca	matK.txt	5
Lemna	trisulca	rbcL.txt	8
Lemna	turionifera	atpF-atpH.txt	67
Leontodon	hispidus	matK.txt	6
Leontodon	hispidus	rbcL.txt	5
Leontodon	saxatilis	matK.txt	6
Leontodon	saxatilis	rbcL.txt	10
Leonurus	cardiaca	matK.txt	10
Leonurus	cardiaca	rbcL.txt	11
Lepidium	apetalum	matK.txt	20
Lepidium	apetalum	psbA-trnH.txt	18
Lepidium	apetalum	rbcL.txt	21
Lepidium	appelianum	rbcL.txt	5
Lepidium	campestre	matK.txt	7
Lepidium	campestre	rbcL.txt	10
Lepidium	chalepense	matK.txt	4
Lepidium	chalepense	rbcL.txt	5
Lepidium	coronopus	rbcL.txt	4
Lepidium	draba	matK.txt	7
Lepidium	draba	rbcL.txt	9
Lepidium	heterophyllum	matK.txt	4
Lepidium	heterophyllum	rbcL.txt	8
Lepidium	navasii	rps16.txt	54
Lepidium	navasii	trnL-trnF.txt	54
Lepidium	navasii	trnS-trnG.txt	51
Lepidium	perfoliatum	matK.txt	9
Lepidium	perfoliatum	rbcL.txt	11
Lepidium	perfoliatum	trnL-trnF.txt	4
Lepidium	ruderale	matK.txt	12
Lepidium	ruderale	psbA-trnH.txt	4
Lepidium	ruderale	rbcL.txt	12
Lepidium	sativum	rbcL.txt	4
Leptaleum	filifolium	matK.txt	5
Leptaleum	filifolium	rbcL.txt	7
Leptaleum	filifolium	trnL-trnF.txt	4
Leucanthemopsis	pallida	psbA-trnH.txt	22
Leucanthemum	adustum	psbA-trnH.txt	13
Leucanthemum	adustum	trnL-trnF.txt	12
Leucanthemum	burnatii	ETS.txt	4
Leucanthemum	corunnense	ETS.txt	10
Leucanthemum	esterellense	psbA-trnH.txt	5
Leucanthemum	esterellense	rpl16.txt	5
Leucanthemum	gallaecicum	ETS.txt	8
Leucanthemum	gallaecicum	psbA-trnH.txt	4
Leucanthemum	gaudinii	ETS.txt	24
Leucanthemum	gaudinii	psbA-trnH.txt	17
Leucanthemum	gaudinii	rps16.txt	6
Leucanthemum	gaudinii	trnL-trnF.txt	5
Leucanthemum	gracilicaule	ETS.txt	4
Leucanthemum	graminifolium	ETS.txt	9
Leucanthemum	graminifolium	psbA-trnH.txt	4
Leucanthemum	halleri	ETS.txt	4
Leucanthemum	halleri	psbA-trnH.txt	5
Leucanthemum	ircutianum	ETS.txt	116
Leucanthemum	ircutianum	psbA-trnH.txt	45
Leucanthemum	ircutianum	rpl16.txt	4
Leucanthemum	ircutianum	trnL-trnF.txt	24
Leucanthemum	laciniatum	psbA-trnH.txt	6
Leucanthemum	laciniatum	trnL-trnF.txt	4
Leucanthemum	ligusticum	psbA-trnH.txt	4
Leucanthemum	ligusticum	rps16.txt	4
Leucanthemum	lithopolitanicum	ETS.txt	4
Leucanthemum	monspeliense	psbA-trnH.txt	5
Leucanthemum	monspeliense	rps16.txt	4
Leucanthemum	pallens	psbA-trnH.txt	36
Leucanthemum	pallens	rpl16.txt	30
Leucanthemum	pallens	trnL-trnF.txt	7
Leucanthemum	pluriflorum	ETS.txt	42
Leucanthemum	pluriflorum	psbA-trnH.txt	12
Leucanthemum	rotundifolium	ETS.txt	4
Leucanthemum	rotundifolium	psbA-trnH.txt	247
Leucanthemum	sylvaticum	ETS.txt	144
Leucanthemum	sylvaticum	psbA-trnH.txt	17
Leucanthemum	tridactylites	ETS.txt	17
Leucanthemum	virgatum	ETS.txt	4
Leucanthemum	virgatum	psbA-trnH.txt	4
Leucanthemum	vulgare	ETS.txt	23
Leucanthemum	vulgare	matK.txt	21
Leucanthemum	vulgare	psbA-trnH.txt	32
Leucanthemum	vulgare	rbcL.txt	29
Leucanthemum	vulgare	rps16.txt	11
Leucanthemum	vulgare	trnL-trnF.txt	22
Leuzea	conifera	ITS.txt	4
Leuzea	repens	ITS.txt	4
Leuzea	repens	matK.txt	8
Leuzea	repens	rbcL.txt	12
Leuzea	repens	trnL-trnF.txt	4
Leymus	arenarius	matK.txt	6
Leymus	arenarius	rbcL.txt	5
Leymus	multicaulis	matK.txt	4
Leymus	racemosus	matK.txt	6
Leymus	racemosus	rbcL.txt	4
Ligusticum	scoticum	rbcL.txt	10
Ligustrum	vulgare	matK.txt	9
Ligustrum	vulgare	psbA-trnH.txt	5
Ligustrum	vulgare	rbcL.txt	10
Limonium	gmelinii	matK.txt	11
Limonium	gmelinii	petD.txt	8
Limonium	gmelinii	rbcL.txt	4
Limonium	gmelinii	trnK.txt	7
Limonium	gmelinii	trnL-trnF.txt	8
Limonium	suffruticosum	matK.txt	5
Linaria	aeruginea	trnL-trnF.txt	10
Linaria	aeruginea	trnS-trnG.txt	10
Linaria	depauperata	trnL-trnF.txt	4
Linaria	depauperata	trnS-trnG.txt	4
Linaria	elegans	matK.txt	120
Linaria	elegans	trnK.txt	120
Linaria	elegans	trnS-trnG.txt	120
Linaria	genistifolia	rbcL.txt	6
Linaria	gharbensis	matK.txt	4
Linaria	gharbensis	trnK.txt	4
Linaria	glacialis	rps16.txt	100
Linaria	glacialis	trnK.txt	100
Linaria	incarnata	Adh.txt	10
Linaria	incarnata	matK.txt	5
Linaria	incarnata	ndhF.txt	10
Linaria	incarnata	trnK.txt	5
Linaria	incarnata	trnS-trnG.txt	9
Linaria	multicaulis	matK.txt	7
Linaria	multicaulis	trnK.txt	7
Linaria	multicaulis	trnS-trnG.txt	5
Linaria	pedunculata	matK.txt	9
Linaria	pedunculata	trnK.txt	9
Linaria	polygalifolia	trnS-trnG.txt	4
Linaria	repens	matK.txt	4
Linaria	repens	rbcL.txt	5
Linaria	simplex	trnL-trnF.txt	11
Linaria	simplex	trnS-trnG.txt	11
Linaria	spartea	Adh.txt	16
Linaria	spartea	ndhF.txt	16
Linaria	spartea	trnS-trnG.txt	17
Linaria	tristis	trnL-trnF.txt	5
Linaria	tristis	trnS-trnG.txt	5
Linaria	viscosa	Adh.txt	24
Linaria	viscosa	matK.txt	5
Linaria	viscosa	ndhF.txt	24
Linaria	viscosa	trnK.txt	5
Linaria	viscosa	trnS-trnG.txt	23
Linaria	vulgaris	matK.txt	19
Linaria	vulgaris	rbcL.txt	28
Linaria	vulgaris	trnL-trnF.txt	4
Linnaea	borealis	matK.txt	23
Linnaea	borealis	rbcL.txt	27
Linnaea	borealis	trnL-trnF.txt	5
Linum	austriacum	rpl16.txt	17
Linum	bienne	matK.txt	5
Linum	bienne	rbcL.txt	7
Linum	catharticum	matK.txt	4
Linum	catharticum	rbcL.txt	7
Linum	flavum	rpl16.txt	22
Linum	perenne	matK.txt	4
Linum	perenne	rbcL.txt	7
Linum	tenuifolium	rpl16.txt	17
Lipandra	polysperma	matK.txt	7
Lipandra	polysperma	rbcL.txt	7
Lithospermum	officinale	matK.txt	5
Lithospermum	officinale	rbcL.txt	5
Littorella	uniflora	18SrRNA.txt	4
Littorella	uniflora	28SrRNA.txt	4
Littorella	uniflora	5.8SrRNA.txt	4
Littorella	uniflora	ITS.txt	4
Littorella	uniflora	ITS1.txt	4
Littorella	uniflora	ITS2.txt	4
Littorella	uniflora	matK.txt	4
Littorella	uniflora	rbcL.txt	4
Litwinowia	tenuissima	trnL-trnF.txt	4
Lobelia	dortmanna	matK.txt	5
Lobelia	dortmanna	rbcL.txt	7
Lobularia	maritima	matK.txt	4
Lobularia	maritima	rbcL.txt	8
Logfia	minima	rbcL.txt	5
Lolium	arundinaceum	matK.txt	26
Lolium	arundinaceum	psbA-trnH.txt	5
Lolium	arundinaceum	rbcL.txt	33
Lolium	arundinaceum	trnK.txt	4
Lolium	arundinaceum	trnL-trnF.txt	8
Lolium	giganteum	matK.txt	5
Lolium	giganteum	rbcL.txt	5
Lolium	rigidum	18SrRNA.txt	4
Lolium	rigidum	ETS.txt	13
Lolium	rigidum	WGS.txt	1778
Lolium	rigidum	matK.txt	4
Lolium	rigidum	rbcL.txt	8
Lolium	rigidum	trnL-trnF.txt	4
Lomatogonium	rotatum	matK.txt	8
Lomatogonium	rotatum	rbcL.txt	13
Lonicera	alpigena	rbcL.txt	4
Lonicera	alpigena	rpoB.txt	4
Lonicera	alpigena	trnS-trnG.txt	4
Lonicera	caerulea	psbA-trnH.txt	62
Lonicera	caerulea	trnL-trnF.txt	62
Lonicera	periclymenum	matK.txt	5
Lonicera	periclymenum	rbcL.txt	8
Lonicera	tatarica	atpB-rbcL.txt	7
Lonicera	tatarica	matK.txt	19
Lonicera	tatarica	psbM-trnD.txt	7
Lonicera	tatarica	rbcL.txt	34
Lonicera	tatarica	rpoB.txt	8
Lonicera	tatarica	trnS-trnG.txt	8
Lotus	alpinus	trnL-trnF.txt	8
Lotus	angustissimus	rbcL.txt	4
Lotus	angustissimus	trnL-trnF.txt	7
Lotus	borbasii	trnL-trnF.txt	5
Lotus	carpetanus	trnL-trnF.txt	14
Lotus	conimbricensis	trnL-trnF.txt	4
Lotus	corniculatus	atpB-rbcL.txt	24
Lotus	corniculatus	matK.txt	18
Lotus	corniculatus	psbA-trnH.txt	10
Lotus	corniculatus	rbcL.txt	60
Lotus	corniculatus	trnL-trnF.txt	17
Lotus	dorycnium	rps16.txt	28
Lotus	dorycnium	trnL-trnF.txt	29
Lotus	frondosus	trnL-trnF.txt	12
Lotus	germanicus	rps16.txt	10
Lotus	germanicus	trnL-trnF.txt	10
Lotus	glareosus	trnL-trnF.txt	8
Lotus	hirsutus	rps16.txt	20
Lotus	krylovii	trnL-trnF.txt	50
Lotus	rectus	rps16.txt	7
Lotus	stepposus	trnL-trnF.txt	16
Lotus	strictus	rps16.txt	10
Lotus	tenuis	matK.txt	6
Lotus	tenuis	rbcL.txt	8
Lotus	tenuis	trnL-trnF.txt	10
Lotus	ucrainicus	trnL-trnF.txt	17
Lunaria	annua	rbcL.txt	5
Lupinus	albus	WGS.txt	2059
Lupinus	angustifolius	28SrRNA.txt	5
Lupinus	angustifolius	Adh.txt	93
Lupinus	angustifolius	COI.txt	86
Lupinus	angustifolius	WGS.txt	17392
Lupinus	angustifolius	cob.txt	23
Lupinus	angustifolius	cox1.txt	7
Luzula	arcuata	rbcL.txt	8
Luzula	campestris	matK.txt	5
Luzula	campestris	rbcL.txt	7
Luzula	confusa	rbcL.txt	15
Luzula	forsteri	rbcL.txt	4
Luzula	multiflora	matK.txt	5
Luzula	multiflora	rbcL.txt	14
Luzula	nivalis	rbcL.txt	15
Luzula	parviflora	rbcL.txt	9
Luzula	pilosa	rbcL.txt	6
Luzula	spicata	rbcL.txt	10
Luzula	wahlenbergii	rbcL.txt	7
Lycium	europaeum	matK.txt	5
Lycium	europaeum	rbcL.txt	5
Lycium	shawii	rbcL.txt	4
Lycopodiella	inundata	rbcL.txt	7
Lycopodium	clavatum	psbA-trnH.txt	10
Lycopodium	clavatum	rbcL.txt	24
Lycopodium	clavatum	rps4.txt	9
Lycopodium	lagopus	psbA-trnH.txt	4
Lycopodium	lagopus	rbcL.txt	8
Lycopodium	lagopus	rps4.txt	4
Lycopodium	oellgaardii	rbcL-atpB.txt	7
Lycopodium	oellgaardii	rbcL.txt	7
Lycopus	europaeus	matK.txt	5
Lycopus	europaeus	rbcL.txt	11
Lygeum	spartum	matK.txt	5
Lygeum	spartum	trnK.txt	4
Lysimachia	nummularia	matK.txt	5
Lysimachia	nummularia	rbcL.txt	6
Lysimachia	punctata	rbcL.txt	5
Lysimachia	vulgaris	rbcL.txt	9
Lythrum	portula	rbcL.txt	7
Lythrum	salicaria	matK.txt	11
Lythrum	salicaria	rbcL.txt	17
Macrochloa	tenacissima	matK.txt	4
Maianthemum	bifolium	matK.txt	7
Maianthemum	bifolium	psbA-trnH.txt	5
Maianthemum	bifolium	rbcL.txt	8
Malcolmia	africana	matK.txt	16
Malcolmia	africana	rbcL.txt	16
Malcolmia	africana	trnL-trnF.txt	4
Malus	sylvestris	WGS.txt	51
Malus	sylvestris	matK.txt	4
Malva	alcea	psbA-trnH.txt	14
Malva	alcea	rpoC1.txt	14
Malva	excisa	psbA-trnH.txt	7
Malva	excisa	rpoC1.txt	7
Malva	moschata	matK.txt	6
Malva	moschata	rbcL.txt	8
Malva	neglecta	matK.txt	6
Malva	neglecta	rbcL.txt	10
Malva	parviflora	matK.txt	5
Malva	parviflora	rbcL.txt	19
Malva	pusilla	rbcL.txt	7
Malva	sylvestris	matK.txt	6
Malva	sylvestris	rbcL.txt	19
Mandragora	autumnalis	matK.txt	6
Mandragora	autumnalis	rbcL.txt	7
Mandragora	officinarum	Adh.txt	6
Mandragora	officinarum	accD.txt	4
Mandragora	officinarum	ndhF.txt	4
Mandragora	officinarum	psbA-trnH.txt	6
Mandragora	officinarum	rbcL.txt	6
Mandragora	officinarum	rps16.txt	6
Mandragora	officinarum	trnK.txt	6
Mandragora	officinarum	trnL-trnF.txt	6
Marrubium	vulgare	matK.txt	5
Marrubium	vulgare	rbcL.txt	10
Matricaria	chamomilla	matK.txt	15
Matricaria	chamomilla	rbcL.txt	38
Matthiola	longipetala	rbcL.txt	4
Mauranthemum	paludosum	rps16.txt	5
Mcneillia	graminifolia	rps16.txt	5
Mcneillia	pseudosaxifraga	rps16.txt	6
Mcneillia	rosanoi	18SrRNA.txt	11
Mcneillia	rosanoi	28SrRNA.txt	11
Mcneillia	rosanoi	5.8SrRNA.txt	11
Mcneillia	rosanoi	ETS.txt	11
Mcneillia	rosanoi	ITS.txt	11
Mcneillia	rosanoi	ITS1.txt	11
Mcneillia	rosanoi	ITS2.txt	11
Mcneillia	rosanoi	psbA-trnH.txt	11
Mcneillia	rosanoi	rpoC1.txt	11
Mcneillia	rosanoi	rps16.txt	22
Mcneillia	rosanoi	trnL-trnF.txt	11
Mcneillia	saxifraga	rps16.txt	5
Mcneillia	stellata	18SrRNA.txt	4
Mcneillia	stellata	28SrRNA.txt	4
Mcneillia	stellata	5.8SrRNA.txt	4
Mcneillia	stellata	ETS.txt	4
Mcneillia	stellata	ITS.txt	4
Mcneillia	stellata	ITS1.txt	4
Mcneillia	stellata	ITS2.txt	4
Mcneillia	stellata	psbA-trnH.txt	4
Mcneillia	stellata	rpoC1.txt	4
Mcneillia	stellata	rps16.txt	8
Mcneillia	stellata	trnL-trnF.txt	4
Meconopsis	cambrica	rbcL.txt	4
Medicago	arabica	matK.txt	4
Medicago	arabica	rbcL.txt	6
Medicago	lupulina	matK.txt	22
Medicago	lupulina	psbA-trnH.txt	8
Medicago	lupulina	rbcL.txt	30
Medicago	polymorpha	matK.txt	10
Medicago	polymorpha	rbcL.txt	11
Medicago	sativa	Adh.txt	6
Medicago	sativa	matK.txt	45
Medicago	sativa	psbA-trnH.txt	8
Medicago	sativa	rbcL.txt	50
Medicago	truncatula	18SrRNA.txt	4
Medicago	truncatula	WGS.txt	87
Melampyrum	cristatum	matK.txt	4
Melampyrum	cristatum	rbcL.txt	4
Melampyrum	pratense	rbcL.txt	5
Melica	altissima	rbcL.txt	4
Melica	ciliata	trnL-trnF.txt	8
Melica	nutans	matK.txt	5
Melica	nutans	rbcL.txt	5
Melica	uniflora	matK.txt	4
Melica	uniflora	psbA-trnH.txt	51
Melica	uniflora	rbcL.txt	9
Melica	uniflora	rpl20-rps12.txt	49
Melica	uniflora	rpoB.txt	37
Melilotus	albus	matK.txt	87
Melilotus	albus	psbA-trnH.txt	79
Melilotus	albus	rbcL.txt	92
Melilotus	altissimus	matK.txt	27
Melilotus	altissimus	psbA-trnH.txt	23
Melilotus	altissimus	rbcL.txt	30
Melilotus	dentatus	matK.txt	21
Melilotus	dentatus	psbA-trnH.txt	29
Melilotus	dentatus	rbcL.txt	30
Melilotus	elegans	matK.txt	8
Melilotus	elegans	psbA-trnH.txt	8
Melilotus	elegans	rbcL.txt	11
Melilotus	indicus	matK.txt	11
Melilotus	indicus	psbA-trnH.txt	4
Melilotus	indicus	rbcL.txt	17
Melilotus	infestus	psbA-trnH.txt	6
Melilotus	infestus	rbcL.txt	4
Melilotus	officinalis	matK.txt	78
Melilotus	officinalis	psbA-trnH.txt	66
Melilotus	officinalis	rbcL.txt	86
Melilotus	polonicus	matK.txt	10
Melilotus	polonicus	psbA-trnH.txt	9
Melilotus	polonicus	rbcL.txt	10
Melilotus	wolgicus	matK.txt	9
Melilotus	wolgicus	psbA-trnH.txt	9
Melilotus	wolgicus	rbcL.txt	10
Melissa	officinalis	matK.txt	4
Melissa	officinalis	rbcL.txt	7
Meniocus	linifolius	matK.txt	10
Meniocus	linifolius	rbcL.txt	10
Mentha	aquatica	atpF-atpH.txt	5
Mentha	aquatica	matK.txt	9
Mentha	aquatica	psbA-trnH.txt	4
Mentha	aquatica	rbcL.txt	11
Mentha	arvensis	28SrRNA.txt	12
Mentha	arvensis	5.8SrRNA.txt	12
Mentha	arvensis	ITS.txt	12
Mentha	arvensis	ITS2.txt	12
Mentha	arvensis	atpF-atpH.txt	5
Mentha	arvensis	matK.txt	12
Mentha	arvensis	psbA-trnH.txt	11
Mentha	arvensis	rbcL.txt	16
Mentha	longifolia	WGS.txt	12
Mentha	longifolia	matK.txt	11
Mentha	longifolia	psbA-trnH.txt	4
Mentha	longifolia	rbcL.txt	16
Mentha	piperita	atpF-atpH.txt	5
Mentha	piperita	matK.txt	10
Mentha	piperita	psbA-trnH.txt	5
Mentha	piperita	rbcL.txt	11
Mentha	pulegium	matK.txt	6
Mentha	pulegium	psbA-trnH.txt	4
Mentha	pulegium	rbcL.txt	9
Mentha	spicata	28SrRNA.txt	4
Mentha	spicata	5.8SrRNA.txt	4
Mentha	spicata	ITS.txt	4
Mentha	spicata	ITS2.txt	4
Mentha	spicata	atpF-atpH.txt	5
Mentha	spicata	matK.txt	12
Mentha	spicata	psbA-trnH.txt	8
Mentha	spicata	rbcL.txt	19
Mentha	suaveolens	matK.txt	9
Mentha	suaveolens	psbA-trnH.txt	4
Mentha	suaveolens	rbcL.txt	14
Mercurialis	annua	ITS.txt	8
Mercurialis	annua	ITS1.txt	4
Mercurialis	annua	ITS2.txt	4
Mercurialis	annua	matK.txt	15
Mercurialis	annua	rbcL.txt	4
Mercurialis	annua	trnK.txt	11
Mercurialis	annua	trnL-trnF.txt	11
Mercurialis	corsica	matK.txt	5
Mercurialis	corsica	trnK.txt	5
Mercurialis	elliptica	ITS.txt	4
Mercurialis	ovata	ITS.txt	4
Mercurialis	perennis	ITS.txt	12
Mercurialis	perennis	ITS1.txt	6
Mercurialis	perennis	ITS2.txt	6
Mercurialis	perennis	matK.txt	5
Mercurialis	perennis	rbcL.txt	5
Mertensia	maritima	matK.txt	7
Mertensia	maritima	rbcL.txt	8
Mesembryanthemum	crystallinum	matK.txt	4
Mesembryanthemum	crystallinum	rbcL.txt	7
Mesembryanthemum	nodiflorum	rbcL.txt	8
Mespilus	germanica	rbcL.txt	13
Micranthes	foliolosa	matK.txt	6
Micranthes	foliolosa	rbcL.txt	11
Micranthes	hieraciifolia	matK.txt	4
Micranthes	hieraciifolia	rbcL.txt	8
Micranthes	nelsoniana	5.8SrRNA.txt	6
Micranthes	nelsoniana	ITS.txt	6
Micranthes	nelsoniana	ITS1.txt	6
Micranthes	nelsoniana	ITS2.txt	6
Micranthes	nelsoniana	rbcL.txt	8
Micranthes	nivalis	matK.txt	17
Micranthes	nivalis	rbcL.txt	24
Micranthes	stellaris	matK.txt	10
Micranthes	stellaris	rbcL.txt	10
Micranthes	tenuis	matK.txt	6
Micranthes	tenuis	rbcL.txt	9
Microcnemum	coralloides	atpB-rbcL.txt	9
Microcnemum	coralloides	rbcL.txt	11
Microcnemum	coralloides	trnL-trnF.txt	9
Milium	effusum	matK.txt	12
Milium	effusum	rbcL.txt	11
Misopates	orontium	matK.txt	5
Misopates	orontium	rbcL.txt	6
Moehringia	lateriflora	matK.txt	5
Moehringia	lateriflora	psbA-trnH.txt	4
Moehringia	lateriflora	rbcL.txt	6
Moehringia	trinervia	rbcL.txt	4
Molinia	caerulea	matK.txt	7
Molinia	caerulea	rbcL.txt	10
Moneses	uniflora	matK.txt	8
Moneses	uniflora	rbcL.txt	10
Montia	fontana	matK.txt	8
Montia	fontana	rbcL.txt	18
Moorochloa	eruciformis	matK.txt	4
Moorochloa	eruciformis	rbcL.txt	8
Morella	faya	18SrRNA.txt	4
Morella	faya	26SrRNA.txt	4
Morella	faya	5.8SrRNA.txt	4
Morella	faya	ITS.txt	4
Morella	faya	ITS1.txt	4
Morella	faya	ITS2.txt	4
Morella	faya	matK.txt	5
Morella	faya	rbcL.txt	6
Muscari	armeniacum	trnL-trnF.txt	4
Muscari	baeticum	5.8SrRNA.txt	5
Muscari	baeticum	ITS.txt	5
Muscari	baeticum	ITS1.txt	5
Muscari	baeticum	ITS2.txt	5
Muscari	cazorlanum	5.8SrRNA.txt	5
Muscari	cazorlanum	ITS.txt	5
Muscari	cazorlanum	ITS1.txt	5
Muscari	cazorlanum	ITS2.txt	5
Muscari	comosum	5.8SrRNA.txt	5
Muscari	comosum	ITS.txt	5
Muscari	comosum	ITS1.txt	5
Muscari	comosum	ITS2.txt	5
Muscari	comosum	matK.txt	4
Muscari	comosum	rpl16.txt	4
Muscari	comosum	trnK.txt	4
Muscari	comosum	trnL-trnF.txt	6
Muscari	neglectum	5.8SrRNA.txt	10
Muscari	neglectum	ITS.txt	10
Muscari	neglectum	ITS1.txt	10
Muscari	neglectum	ITS2.txt	10
Muscari	neglectum	matK.txt	5
Muscari	neglectum	rbcL.txt	4
Muscari	neglectum	trnL-trnF.txt	5
Muscari	olivetorum	5.8SrRNA.txt	5
Muscari	olivetorum	ITS.txt	5
Muscari	olivetorum	ITS1.txt	5
Muscari	olivetorum	ITS2.txt	5
Myosotis	arvensis	matK.txt	4
Myosotis	arvensis	rbcL.txt	8
Myosotis	asiatica	matK.txt	5
Myosotis	discolor	matK.txt	4
Myosotis	discolor	rbcL.txt	6
Myosotis	laxa	matK.txt	6
Myosotis	laxa	rbcL.txt	6
Myosotis	ramosissima	rbcL.txt	4
Myosotis	scorpioides	rbcL.txt	5
Myosotis	secunda	matK.txt	4
Myosotis	secunda	rbcL.txt	4
Myosotis	stolonifera	matK.txt	4
Myosotis	stricta	rbcL.txt	8
Myosotis	sylvatica	rbcL.txt	7
Myosoton	aquaticum	matK.txt	7
Myosoton	aquaticum	psbA-trnH.txt	4
Myosoton	aquaticum	rbcL.txt	12
Myricaria	bracteata	psbA-trnH.txt	7
Myricaria	bracteata	trnL-trnF.txt	7
Myricaria	germanica	psbA-trnH.txt	24
Myricaria	germanica	trnL-trnF.txt	23
Myriophyllum	alterniflorum	rbcL.txt	6
Myriophyllum	sibiricum	matK.txt	4
Myriophyllum	sibiricum	rbcL.txt	14
Myriophyllum	spicatum	matK.txt	6
Myriophyllum	spicatum	rbcL.txt	43
Myriophyllum	spicatum	rps16.txt	14
Myriophyllum	verticillatum	rbcL.txt	12
Myrtus	communis	28SrRNA.txt	8
Myrtus	communis	5.8SrRNA.txt	9
Myrtus	communis	ITS.txt	23
Myrtus	communis	ITS1.txt	15
Myrtus	communis	ITS2.txt	9
Myrtus	communis	matK.txt	19
Myrtus	communis	psbA-trnH.txt	16
Myrtus	communis	rbcL.txt	5
Najas	canadensis	matK.txt	64
Najas	canadensis	rbcL.txt	48
Najas	canadensis	trnK.txt	64
Najas	marina	18SrRNA.txt	16
Najas	marina	26SrRNA.txt	16
Najas	marina	5.8SrRNA.txt	16
Najas	marina	ITS.txt	138
Najas	marina	ITS1.txt	16
Najas	marina	ITS2.txt	16
Najas	marina	matK.txt	14
Najas	marina	rbcL.txt	18
Najas	marina	rpoB.txt	16
Najas	marina	rpoC1.txt	12
